,OBSID,AIA_N_GUESS,IRIS_N_GUESS,BLUR_GUESS,OPTIMIZED INPUTS,RESULT
251,20220730_125009_3620112077,0.19,0.3500000000000001,25,[ 0.18795066  0.34934981 26.38992558],68100.8345968754
252,20220730_125009_3620112077,0.19,0.40000000000000013,20,[ 0.19841512  0.39790123 19.87962963],67766.1862863373
253,20220730_125009_3620112077,0.19,0.40000000000000013,25,[ 0.19  0.4  25.  ],67920.70999025865
254,20220730_125009_3620112077,0.19,0.45000000000000007,20,[ 0.20054578  0.45594907 20.03395062],66682.54770527034
255,20220730_125009_3620112077,0.19,0.45000000000000007,25,[ 0.1995  0.45   25.    ],66719.7464891787
256,20220730_125009_3620112077,0.21,0.1,20,[ 0.21  0.1  21.  ],71515.56933633455
257,20220730_125009_3620112077,0.21,0.1,25,[ 0.21624688  0.0887012  25.30668319],65057.545084610494
258,20220730_125009_3620112077,0.21,0.15000000000000002,20,[ 0.20622724  0.16782472 19.70173182],67541.52901993292
259,20220730_125009_3620112077,0.21,0.15000000000000002,25,[ 0.21    0.1575 25.    ],69450.66990110163
260,20220730_125009_3620112077,0.21,0.20000000000000004,20,[ 0.19833333  0.20185185 21.85185185],68317.74309429414
261,20220730_125009_3620112077,0.21,0.20000000000000004,25,[ 0.21377006  0.20896091 24.0779321 ],68537.18410468723
262,20220730_125009_3620112077,0.21,0.25000000000000006,20,[ 0.2086875   0.25260417 20.45833333],68419.0072806259
263,20220730_125009_3620112077,0.21,0.25000000000000006,25,[ 0.21065625  0.26171875 25.        ],68574.17458745503
264,20220730_125009_3620112077,0.21,0.30000000000000004,20,[ 0.2130625   0.30520833 19.18055556],68575.62389982719
265,20220730_125009_3620112077,0.21,0.30000000000000004,25,[ 0.18404167  0.31819444 26.59722222],68317.65610347954
266,20220730_125009_3620112077,0.21,0.3500000000000001,20,[ 0.21194444  0.33055556 21.85185185],68711.86300022287
267,20220730_125009_3620112077,0.21,0.3500000000000001,25,[ 0.20984156  0.38430384 25.09773663],67643.08184875641
268,20220730_125009_3620112077,0.21,0.40000000000000013,20,[ 0.1999375   0.43194444 18.74305556],66956.47298110169
269,20220730_125009_3620112077,0.21,0.40000000000000013,25,[ 0.1995      0.41333333 25.83333333],67772.89460059113
270,20220730_125009_3620112077,0.21,0.45000000000000007,20,[ 0.210875    0.455625   20.08333333],66682.54770527034
271,20220730_125009_3620112077,0.21,0.45000000000000007,25,[ 0.21  0.45 25.  ],66719.7464891787
272,20220730_125009_3620112077,0.22999999999999998,0.1,20,[ 0.23011979  0.10473958 20.03125   ],71736.27946262652
273,20220730_125009_3620112077,0.22999999999999998,0.1,25,[ 0.23155976  0.09260545 25.74309842],67355.23931581648
274,20220730_125009_3620112077,0.22999999999999998,0.15000000000000002,20,[ 0.24277778  0.15833333 19.33333333],65452.8302970286
275,20220730_125009_3620112077,0.22999999999999998,0.15000000000000002,25,[ 0.23191667  0.148125   25.20833333],66388.0868222616
276,20220730_125009_3620112077,0.22999999999999998,0.20000000000000004,20,[ 0.21690278  0.21527778 21.02777778],68219.36481075578
277,20220730_125009_3620112077,0.22999999999999998,0.20000000000000004,25,[ 0.23  0.21 25.  ],67899.21950850435
278,20220730_125009_3620112077,0.22999999999999998,0.25000000000000006,20,[ 0.19897949  0.26798244 21.51438424],68526.78585151068
279,20220730_125009_3620112077,0.22999999999999998,0.25000000000000006,25,[ 0.22425     0.26041667 25.41666667],68923.51145783057
280,20220730_125009_3620112077,0.22999999999999998,0.30000000000000004,20,[ 0.22930787  0.30104167 20.66203704],68745.05318634669
281,20220730_125009_3620112077,0.22999999999999998,0.30000000000000004,25,[ 0.21466667  0.33333333 24.44444444],68622.35639613456
282,20220730_125009_3620112077,0.22999999999999998,0.3500000000000001,20,[ 0.21834619  0.37804891 21.66272291],67191.19235576638
283,20220730_125009_3620112077,0.22999999999999998,0.3500000000000001,25,[ 0.2185      0.36166667 25.83333333],68496.92534298878
284,20220730_125009_3620112077,0.22999999999999998,0.40000000000000013,20,[ 0.22419676  0.42027778 20.125     ],66851.86066956578
285,20220730_125009_3620112077,0.22999999999999998,0.40000000000000013,25,[ 0.23  0.42 25.  ],66996.9535515653
286,20220730_125009_3620112077,0.22999999999999998,0.45000000000000007,20,[ 0.21935185  0.46083333 20.18518519],66682.54770527034
287,20220730_125009_3620112077,0.22999999999999998,0.45000000000000007,25,[ 0.221375  0.466875 24.6875  ],66777.02172947879
